,Location,Average Salary by Location,Occupation,Average Salary for Each Occupation by Location,Average National Salary for Each Occupation
2140,"El Centro City PUMA, CA",32268.798528172996,"Purchasing agents, except wholesale, retail, & farm products",253274.25974025973,52067.00708327911
2141,"Oroville City & Paradise Town PUMA, CA",32256.700773777837,Home health aides,451008.7906976744,17849.767202998682
2142,"Newaygo, Mason, Oceana & Lake Counties PUMA, MI",32251.610776688805,Surface mining machine operators and earth drillers,319984.843373494,46333.96708760852
2143,"South of I-30 & East of I-35E PUMA, TX",32246.29424007089,"Lawyers, & judges, magistrates, & other judicial workers",474129.4084507042,124478.50814810928
2144,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, VA",32239.90343941825,Electrical and electronic engineering technologists and technicians,301902.9090909091,53540.34918912635
2145,"Central Texas COG (West), Burnet & Llano Counties PUMA, TX",32199.473559401442,Aircraft pilots & flight engineers,282928.9095744681,115613.87787785068
2146,"Pocatello, Chubbuck Cities & Fort Hall Reservation PUMA, ID",32191.687845126984,Physicians,401186.4235294118,206831.79290917717
2147,"Pearl River, Hancock, George & Stone Counties PUMA, MS",32186.56645164444,Insurance sales agents,240849.7472222222,53854.68649385349
2148,"South Plains Association of Governments (Outside Lubbock County) PUMA, TX",32180.387001644514,Physicians,294595.95,206831.79290917717
2149,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties PUMA, OK",32178.81783846997,Other construction and related workers,151964.54285714286,33783.57118618442
2150,"Rusk, Cherokee & Panola Counties PUMA, TX",32167.25935172354,"Transportation, storage, & distribution managers",204645.61538461535,53695.69069794224
2151,"Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA, TX",32157.779462465696,"Miscellaneous first-line supervisors, protective service workers",253274.24852071007,56702.29217997607
2152,"Holmes, Guernsey & Coshocton Counties PUMA, OH",32154.09740264282,Chief executives & legislators,437657.89830508473,141283.83645852594
2153,"Emporia City PUMA, KS",32146.564568867925,Chief executives & legislators,231235.37735849057,141283.83645852594
2154,"Greenacres City (North) & Palm Springs Village (North) PUMA, FL",32137.835147078997,Chief executives & legislators,209890.42561205276,141283.83645852594
2155,"Northeast South Dakota PUMA, SD",32113.408806736894,Dentists,162095.51315789475,127707.80053807772
2156,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties PUMA, FL",32094.330806211732,Emergency management directors,482234.17647058825,61993.09140205178
2157,"Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties PUMA, TN",32094.069711357763,"Eligibility interviewers, government programs",383773.198019802,38127.327691325496
2158,"Las Vegas City (South Central) PUMA, NV",32044.90550789678,Computer & information systems managers,227946.82926829267,102527.2721576413
2159,"Charlotte County PUMA, FL",32033.122133112,Surgeons,482234.1967213115,282720.32402206364
2160,"Hernando County PUMA, FL",32005.908771953244,Surgeons,482234.2,282720.32402206364
2161,"Caldwell & Alexander Counties PUMA, NC",31996.876860349636,"Medical scientists, & life scientists, all other",241117.1009174312,79977.46222023785
2162,"Gainesville City (Central) PUMA, FL",31979.45387772987,Computer & information systems managers,280009.9716312057,102527.2721576413
2163,"Washington, Morgan, Noble & Monroe Counties PUMA, OH",31968.044480364835,Physicians,192405.97093023252,206831.79290917717
2164,"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA, PA",31963.43536863645,Dentists,182357.45,127707.80053807772
2165,"Angelina & Nacogdoches Counties PUMA, TX",31959.888871437113,Chief executives & legislators,254329.30177514796,141283.83645852594
2166,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties PUMA, MN",31927.456559046685,Physicians,272107.0917874396,206831.79290917717
2167,"Stillwater City PUMA, OK",31924.658602428943,Physician assistants,399453.64024390245,92251.10058815022
2168,"West Piedmont Planning District Commission PUMA, VA",31903.492312906154,Dentists,332499.77483443706,127707.80053807772
2169,"Sarasota County (East) PUMA, FL",31882.03867214646,Aerospace engineers,187189.77777777775,93327.5642780684
2170,"Hamblen, Cocke & Grainger Counties PUMA, TN",31877.373653472645,"Doortodoor sales workers, news & street vendors, & related workers",445762.6823529412,12001.064758249571
2171,"Belmont & Jefferson Counties PUMA, OH",31810.540889091408,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters",134550.88552188553,31441.368054438903
2172,"Greensboro City (South) PUMA, NC",31807.44008740868,Chemical engineers,160069.32743362832,95707.39540394994
2173,"Green River Area Development District (Southwest) PUMA, KY",31790.27185383628,Network and computer systems administrators,222543.63425925927,70080.64245976007
2174,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA, AL",31769.75076086293,"Miscellaneous woodworkers, including model makers & patternmakers",396120.9523809524,21057.875554873684
2175,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA, ID",31764.677839876655,Surgical technologists,401186.4077669903,43286.84426099381
2176,"Humboldt County PUMA, CA",31757.522592812573,"News analysts, reporters, and journalists",572399.8167938931,55210.178798093686
2177,"Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA, GA",31733.19588800274,Forest & conservation workers,202619.5,24743.122995512807
2178,"Milwaukee City (North) PUMA, WI",31720.968948276903,Shuttle drivers and chauffeurs,144339.50588235294,20707.831104655925
2179,"San Antonio (Northeast), Kirby & Windcrest Cities PUMA, TX",31701.00751673043,"Sales representatives, wholesale & manufacturing",115941.86528497408,67929.48572119647
2180,"Hunts Point, Longwood & Melrose PUMA, NY",31694.622250373373,Editors,251248.07407407407,42043.86066368738
2181,"Ashtabula County PUMA, OH",31655.1114637071,Electricians,139807.39130434784,43910.58891450851
2182,"Philadelphia City (Southwest) PUMA, PA",31636.48252010681,Landscape architects,217815.85507246375,52836.31464534281
2183,"Raleigh, Mercer & Fayette Counties PUMA, WV",31614.69083246161,Physicians,189934.39705882352,206831.79290917717
2184,"Syracuse City PUMA, NY",31606.893945366675,Industrial production managers,174252.69333333333,77305.98243070339
2185,"Bell County (West)Killeen & Harker Heights Cities PUMA, TX",31605.58416828425,Dentists,188436.0588235294,127707.80053807772
2186,"Venango, Jefferson, Clarion & Forest Counties PUMA, PA",31561.707372717145,Physicians,208343.8452722063,206831.79290917717
2187,"Richland County PUMA, OH",31551.17555818027,Dentists,285073.5189873418,127707.80053807772
2188,"Lake Havasu City PUMA, AZ",31549.7493562636,Surgeons,417395.96774193546,282720.32402206364
2189,"Northwest Lower Peninsula (East) PUMA, MI",31538.677888187398,Physicians,209562.57068062827,206831.79290917717
2190,"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties PUMA, MI",31514.12873023049,Aircraft pilots & flight engineers,432592.3947368421,115613.87787785068
2191,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties PUMA, TN",31513.071718386796,"Hosts & hostesses, restaurant, lounge, & coffee shop",445762.69333333336,7298.707426565948
2192,"Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA, MS",31482.505771806183,Physicians,339387.49606299214,206831.79290917717
2193,"Albuquerque City (Southeast Heights) PUMA, NM",31478.845132555005,Project management specialists,141171.75628140703,85846.81864248517
2194,"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA, MO",31476.20376682457,"Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders",421448.349726776,31943.50142127496
2195,"Anderson City PUMA, IN",31472.750926356694,Management analysts,131702.6075949367,71424.88393523055
2196,"Lake Cumberland Area Development District (East) PUMA, KY",31469.586321148156,Cardiovascular technologists and technicians,403212.6,76805.666221549
2197,"Southwest Arkansas PUMA, AR",31463.410091883285,Pharmacy technicians,220721.18181818185,26957.903027151304
2198,"Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA, MS",31462.899417407138,"Bus drivers, transit and intercity",339387.4942528736,31058.899701309867
2199,"Sevier & Jefferson Counties PUMA, TN",31457.48444985275,Radiologic technologists and technicians,253021.9047619048,56736.64149052558
2200,"Oklahoma City (West Central) PUMA, OK",31435.337437807073,Medical & health services managers,264293.9157894737,74643.1976723827
2201,"Southeast Kansas PUMA, KS",31415.775006809894,Physicians,264445.71428571426,206831.79290917717
2202,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA, IL",31406.801063752482,Materials engineers,126637.13333333332,75692.34374789787
2203,"Tulsa (North) & Owasso Cities PUMA, OK",31373.98167985679,Chief executives & legislators,208840.61076604555,141283.83645852594
2204,"Madera City PUMA, CA",31367.151533290446,Civil engineers,115493.05384615384,78192.060073669
2205,"Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA, NC",31354.837941478112,Credit counselors & loan officers,418409.1111111111,67871.33144378143
2206,"Polk County (South) PUMA, FL",31330.302082075188,Personal financial advisors,482234.2,110943.36940078795
2207,"Jackson City (East & Central) PUMA, MS",31317.43636452079,"Lawyers, & judges, magistrates, & other judicial workers",236652.99787234043,124478.50814810928
2208,"Navajo & Apache Counties PUMA, AZ",31314.79376807054,Optometrists,141833.58024691357,91038.6455644665
2209,"Memphis City (Southwest) PUMA, TN",31246.147467905696,Social & community service managers,133477.1320754717,53910.81155826022
2210,"Socorro & Horizon Cities PUMA, TX",31242.78071232848,Nurse anesthetists,156016.9430894309,137847.88905761446
2211,"San Antonio City (Central) PUMA, TX",31215.79784250937,Nurse anesthetists,200593.21153846156,137847.88905761446
2212,"Provo City PUMA, UT",31152.95952227239,Personal financial advisors,425500.75,110943.36940078795
2213,"Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties PUMA, SC",31142.668737304757,Pharmacists,287381.8333333333,88632.34688145593
2214,"Jacksonville City PUMA, NC",31112.885668616924,Chief executives & legislators,135449.04,141283.83645852594
2215,"LA City (South Central/Watts) PUMA, CA",31076.62946578646,Pharmacists,572399.8139534884,88632.34688145593
2216,"Cherokee, Sequoyah & Adair Counties PUMA, OK",31064.657625713768,Physicians,215691.48837209304,206831.79290917717
2217,"Isabella, Gratiot & Clare Counties PUMA, MI",31064.10390332136,Physicians,432592.41468682507,206831.79290917717
2218,"Osceola County (West) PUMA, FL",31060.95497808759,Human resources managers,201657.32086330932,72391.03540336741
2219,"Henry, Randolph, Jay & Blackford Counties PUMA, IN",31038.365063889796,Natural sciences managers,417395.9696969697,87041.6083510504
2220,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA, CA",31012.567565122525,Chief executives & legislators,201877.0344827586,141283.83645852594
2221,"Heart of Georgia Altamaha Regional Commission (North & West) PUMA, GA",30905.49578554111,Dentists,202619.4,127707.80053807772
2222,"Gila, Graham, Greenlee & Pinal (East) Counties PUMA, AZ",30901.40839329956,Architectural & engineering managers,162095.51923076922,134098.2588754237
2223,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA, MO",30901.073559845026,Project management specialists,167161.0,85846.81864248517
2224,"Memphis (North) & Bartlett (Southwest) Cities PUMA, TN",30891.265182738065,Postal service mail carriers,445762.6966292135,40916.01652746223
2225,"Navajo Nation PUMA, NM",30887.571629292623,Physicians,349518.47222222225,206831.79290917717
2226,"Lauderhill & Lauderdale Lakes Cities PUMA, FL",30855.09896301692,General & operations managers,123597.83333333331,78932.01272296738
2227,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA, MO",30842.914487055557,Surgeons,421448.3333333333,282720.32402206364
2228,"Barren River Area Development District (Outer) PUMA, KY",30841.797036807788,Dentists,151964.55128205128,127707.80053807772
2229,"Coastal Bend COG (Southeast) & Willacy County PUMA, TX",30840.89624117946,Physicians,474129.4166666667,206831.79290917717
2230,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA, MO",30840.842555974737,"Lawyers, & judges, magistrates, & other judicial workers",421448.3529411765,124478.50814810928
2231,"Cumberland Valley Area Development District (South) PUMA, KY",30834.03763251614,Physician assistants,403212.5833333333,92251.10058815022
2232,"West of Pasadena City & Outside Loop I-610 PUMA, TX",30820.614434452644,"Graders & sorters, agricultural products",273536.1818181818,14749.237876642408
2233,"Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing PUMA, IL",30791.32450624208,Tutors,239090.8842105263,7886.36983348715
2234,"Alamo Area COG (Southwest) PUMA, TX",30782.064299665468,Civil engineers,162095.51304347825,78192.060073669
2235,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA, IN",30723.34504153525,"Power plant operators, distributors, & dispatchers",161082.42016806724,77072.03539917499
2236,"Caldwell & Nampa (South & West) Cities PUMA, ID",30708.145074472664,Software developers,177292.0,105223.46968687043
2237,"South Texas Development Council (South) & Coastal Bend COG (West) PUMA, TX",30699.31064083866,Photographers,141833.575,18706.69295753645
2238,"Douglas, Edgar, Coles & Cumberland Counties PUMA, IL",30695.234171234966,Chief executives & legislators,112762.10869565218,141283.83645852594
2239,"Lincoln City (North) PUMA, NE",30691.34739003623,Physicians,204645.59477124183,206831.79290917717
2240,"Springfield City (North) PUMA, MO",30615.551923397175,Surgeons,421448.3466666667,282720.32402206364
2241,"Garland, Hot Spring, Clark & Montgomery Counties PUMA, AR",30570.95084007764,Insurance sales agents,132302.96666666667,53854.68649385349
2242,"Tucson City (South) PUMA, AZ",30567.888849153664,Project management specialists,417395.97297297296,85846.81864248517
2243,"LA City (South Central/Westmont) PUMA, CA",30556.82514443078,Detectives & criminal investigators,141833.5754189944,69472.63203857554
2244,"Columbus City (Northeast) PUMA, OH",30527.56489959772,"Lawyers, & judges, magistrates, & other judicial workers",151964.56,124478.50814810928
2245,"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA, TN",30485.371396711966,Physicians,313770.6285714286,206831.79290917717
